기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2022.1/4	합계	합계	계	225,839	4,404	5,952	4,360	4,549	32,419	30,820	23,665	21,629	17,263	14,704	19,820	23,163	13,618	5,669	2,195	725	450	258	101	48	27
2022.1/4	합계	합계	남자	102,794	2,294	3,002	2,220	1,977	10,216	11,386	10,690	11,043	9,027	7,722	10,146	11,395	6,692	2,933	1,240	396	226	117	46	18	8
2022.1/4	합계	합계	여자	123,045	2,110	2,950	2,140	2,572	22,203	19,434	12,975	10,586	8,236	6,982	9,674	11,768	6,926	2,736	955	329	224	141	55	30	19
2022.1/4	종로구	소계	계	9,409	121	190	198	194	2,841	1,695	818	713	633	489	482	481	314	132	68	15	13	8	4	-	-
2022.1/4	종로구	소계	남자	4,107	62	91	95	71	905	715	400	374	361	251	256	245	147	74	37	10	7	5	1	-	-
2022.1/4	종로구	소계	여자	5,302	59	99	103	123	1,936	980	418	339	272	238	226	236	167	58	31	5	6	3	3	-	-
2022.1/4	종로구	사직동	계	260	4	6	5	2	13	11	27	38	44	40	22	20	10	11	4	-	2	1	-	-	-
2022.1/4	종로구	사직동	남자	146	1	5	2	1	4	3	13	25	27	22	15	11	5	9	1	-	1	1	-	-	-
2022.1/4	종로구	사직동	여자	114	3	1	3	1	9	8	14	13	17	18	7	9	5	2	3	-	1	-	-	-	-
2022.1/4	종로구	삼청동	계	300	9	21	32	18	7	5	9	35	46	34	13	16	26	14	11	2	1	1	-	-	-
2022.1/4	종로구	삼청동	남자	144	5	12	11	7	4	-	4	14	27	16	9	6	10	9	7	2	-	1	-	-	-
2022.1/4	종로구	삼청동	여자	156	4	9	21	11	3	5	5	21	19	18	4	10	16	5	4	-	1	-	-	-	-
2022.1/4	종로구	부암동	계	214	-	-	-	2	44	44	41	35	19	3	9	9	3	3	2	-	-	-	-	-	-
2022.1/4	종로구	부암동	남자	124	-	-	-	2	14	30	22	26	12	1	5	6	3	2	1	-	-	-	-	-	-
2022.1/4	종로구	부암동	여자	90	-	-	-	-	30	14	19	9	7	2	4	3	-	1	1	-	-	-	-	-	-
2022.1/4	종로구	평창동	계	185	3	2	2	5	5	4	20	22	24	21	23	17	16	10	6	2	1	2	-	-	-
2022.1/4	종로구	평창동	남자	91	1	1	2	2	2	-	11	10	14	8	12	8	6	7	4	1	1	1	-	-	-
2022.1/4	종로구	평창동	여자	94	2	1	-	3	3	4	9	12	10	13	11	9	10	3	2	1	-	1	-	-	-
2022.1/4	종로구	무악동	계	35	-	1	2	-	3	1	6	4	5	6	4	2	1	-	-	-	-	-	-	-	-
2022.1/4	종로구	무악동	남자	14	-	1	1	-	-	1	3	-	3	3	2	-	-	-	-	-	-	-	-	-	-
2022.1/4	종로구	무악동	여자	21	-	-	1	-	3	-	3	4	2	3	2	2	1	-	-	-	-	-	-	-	-
2022.1/4	종로구	교남동	계	159	2	9	8	7	5	9	14	28	22	19	10	7	13	1	3	-	1	-	1	-	-
2022.1/4	종로구	교남동	남자	83	1	4	6	4	2	4	6	11	13	8	9	4	8	-	2	-	1	-	-	-	-
2022.1/4	종로구	교남동	여자	76	1	5	2	3	3	5	8	17	9	11	1	3	5	1	1	-	-	-	1	-	-
2022.1/4	종로구	가회동	계	107	4	5	6	2	1	5	6	17	15	12	9	10	12	1	2	-	-	-	-	-	-
2022.1/4	종로구	가회동	남자	52	1	3	2	2	-	1	3	10	5	7	5	6	5	-	2	-	-	-	-	-	-
2022.1/4	종로구	가회동	여자	55	3	2	4	-	1	4	3	7	10	5	4	4	7	1	-	-	-	-	-	-	-
2022.1/4	종로구	종로1.2.3.4가동	계	1,642	48	95	96	59	155	103	150	206	201	180	134	106	64	25	11	5	3	1	-	-	-
2022.1/4	종로구	종로1.2.3.4가동	남자	817	28	42	46	23	30	44	74	105	114	104	79	68	34	15	6	4	1	-	-	-	-
2022.1/4	종로구	종로1.2.3.4가동	여자	825	20	53	50	36	125	59	76	101	87	76	55	38	30	10	5	1	2	1	-	-	-
2022.1/4	종로구	종로5·6가동	계	384	2	1	3	9	102	104	50	25	30	9	12	18	10	8	-	-	-	-	1	-	-
2022.1/4	종로구	종로5·6가동	남자	202	2	1	3	4	40	72	28	13	15	6	4	7	3	4	-	-	-	-	-	-	-
2022.1/4	종로구	종로5·6가동	여자	182	-	-	-	5	62	32	22	12	15	3	8	11	7	4	-	-	-	-	1	-	-
2022.1/4	종로구	이화동	계	471	3	6	1	8	206	117	53	29	11	6	10	15	1	2	3	-	-	-	-	-	-
2022.1/4	종로구	이화동	남자	180	2	2	1	1	71	44	18	16	6	4	6	7	-	1	1	-	-	-	-	-	-
2022.1/4	종로구	이화동	여자	291	1	4	-	7	135	73	35	13	5	2	4	8	1	1	2	-	-	-	-	-	-
2022.1/4	종로구	창신1동	계	732	5	10	6	11	176	156	66	52	33	32	59	77	38	8	2	-	-	-	1	-	-
2022.1/4	종로구	창신1동	남자	368	2	6	3	4	88	70	35	31	21	17	28	41	17	4	-	-	-	-	1	-	-
2022.1/4	종로구	창신1동	여자	364	3	4	3	7	88	86	31	21	12	15	31	36	21	4	2	-	-	-	-	-	-
2022.1/4	종로구	창신2동	계	1,118	13	7	11	5	312	229	102	61	56	43	80	92	66	21	10	5	2	3	-	-	-
2022.1/4	종로구	창신2동	남자	539	4	3	5	4	142	124	56	40	38	18	33	28	27	7	4	3	1	2	-	-	-
2022.1/4	종로구	창신2동	여자	579	9	4	6	1	170	105	46	21	18	25	47	64	39	14	6	2	1	1	-	-	-
2022.1/4	종로구	창신3동	계	155	4	5	3	3	37	32	15	12	16	8	9	6	2	1	1	-	1	-	-	-	-
2022.1/4	종로구	창신3동	남자	94	1	3	1	2	24	23	6	6	8	7	7	3	1	-	1	-	1	-	-	-	-
2022.1/4	종로구	창신3동	여자	61	3	2	2	1	13	9	9	6	8	1	2	3	1	1	-	-	-	-	-	-	-
2022.1/4	종로구	숭인1동	계	283	4	7	3	-	50	41	34	30	20	26	27	22	11	7	1	-	-	-	-	-	-
2022.1/4	종로구	숭인1동	남자	107	3	1	1	-	13	7	14	14	12	10	12	13	4	3	-	-	-	-	-	-	-
2022.1/4	종로구	숭인1동	여자	176	1	6	2	-	37	34	20	16	8	16	15	9	7	4	1	-	-	-	-	-	-
2022.1/4	종로구	숭인2동	계	569	6	4	6	4	160	140	66	45	25	21	29	36	15	9	3	-	-	-	-	-	-
2022.1/4	종로구	숭인2동	남자	195	2	2	4	1	40	28	24	22	15	10	15	18	8	4	2	-	-	-	-	-	-
2022.1/4	종로구	숭인2동	여자	374	4	2	2	3	120	112	42	23	10	11	14	18	7	5	1	-	-	-	-	-	-
2022.1/4	종로구	청운효자동	계	196	8	7	9	2	4	17	14	18	37	19	15	15	14	7	7	1	2	-	-	-	-
2022.1/4	종로구	청운효자동	남자	104	5	2	4	1	1	8	12	7	21	6	6	12	8	5	5	-	1	-	-	-	-
2022.1/4	종로구	청운효자동	여자	92	3	5	5	1	3	9	2	11	16	13	9	3	6	2	2	1	1	-	-	-	-
2022.1/4	종로구	혜화동	계	2,599	6	4	5	57	1,561	677	145	56	29	10	17	13	12	4	2	-	-	-	1	-	-
2022.1/4	종로구	혜화동	남자	847	4	3	3	13	430	256	71	24	10	4	9	7	8	4	1	-	-	-	-	-	-
2022.1/4	종로구	혜화동	여자	1,752	2	1	2	44	1,131	421	74	32	19	6	8	6	4	-	1	-	-	-	1	-	-
2022.1/4	중구	소계	계	9,277	182	271	229	229	1,531	1,512	1,011	909	725	595	625	613	448	217	97	36	27	13	5	-	2
2022.1/4	중구	소계	남자	4,421	103	135	114	98	593	653	487	472	434	316	309	291	211	117	52	17	12	5	2	-	-
2022.1/4	중구	소계	여자	4,856	79	136	115	131	938	859	524	437	291	279	316	322	237	100	45	19	15	8	3	-	2
2022.1/4	중구	소공동	계	1,171	33	63	85	61	36	49	93	166	149	141	106	75	61	34	8	4	5	1	-	-	1
2022.1/4	중구	소공동	남자	662	22	35	41	26	16	24	43	96	96	85	61	47	38	19	6	3	3	1	-	-	-
2022.1/4	중구	소공동	여자	509	11	28	44	35	20	25	50	70	53	56	45	28	23	15	2	1	2	-	-	-	1
2022.1/4	중구	회현동	계	652	19	30	22	26	30	37	30	72	83	62	54	55	57	37	18	9	7	2	2	-	-
2022.1/4	중구	회현동	남자	331	8	13	10	9	9	20	13	42	42	35	33	27	26	27	9	5	3	-	-	-	-
2022.1/4	중구	회현동	여자	321	11	17	12	17	21	17	17	30	41	27	21	28	31	10	9	4	4	2	2	-	-
2022.1/4	중구	명동	계	877	9	35	24	16	120	108	130	89	93	53	69	54	33	24	12	4	1	3	-	-	-
2022.1/4	중구	명동	남자	418	4	17	12	4	38	37	64	43	63	30	37	34	14	12	7	-	1	1	-	-	-
2022.1/4	중구	명동	여자	459	5	18	12	12	82	71	66	46	30	23	32	20	19	12	5	4	-	2	-	-	-
2022.1/4	중구	필동	계	587	6	2	-	9	226	171	63	34	17	16	13	11	11	6	-	-	-	2	-	-	-
2022.1/4	중구	필동	남자	287	3	2	-	3	102	78	39	21	11	7	7	5	3	5	-	-	-	1	-	-	-
2022.1/4	중구	필동	여자	300	3	-	-	6	124	93	24	13	6	9	6	6	8	1	-	-	-	1	-	-	-
2022.1/4	중구	장충동	계	693	8	9	15	16	188	198	80	47	30	27	18	20	25	8	2	-	2	-	-	-	-
2022.1/4	중구	장충동	남자	319	5	4	5	8	80	97	40	26	16	12	7	4	9	5	1	-	-	-	-	-	-
2022.1/4	중구	장충동	여자	374	3	5	10	8	108	101	40	21	14	15	11	16	16	3	1	-	2	-	-	-	-
2022.1/4	중구	광희동	계	1,082	16	23	12	27	226	214	126	98	74	64	59	58	47	19	11	3	3	-	2	-	-
2022.1/4	중구	광희동	남자	531	10	9	5	10	113	91	64	55	44	38	24	24	25	10	6	-	1	-	2	-	-
2022.1/4	중구	광희동	여자	551	6	14	7	17	113	123	62	43	30	26	35	34	22	9	5	3	2	-	-	-	-
2022.1/4	중구	을지로동	계	186	-	1	1	2	45	45	20	19	17	5	10	6	3	6	3	1	-	2	-	-	-
2022.1/4	중구	을지로동	남자	86	-	-	1	-	14	19	13	12	11	1	5	2	2	3	1	1	-	1	-	-	-
2022.1/4	중구	을지로동	여자	100	-	1	-	2	31	26	7	7	6	4	5	4	1	3	2	-	-	1	-	-	-
2022.1/4	중구	신당5동	계	337	5	6	1	6	56	63	39	26	14	16	34	29	26	7	7	1	1	-	-	-	-
2022.1/4	중구	신당5동	남자	140	3	3	-	2	18	26	13	11	11	8	15	11	11	2	5	1	-	-	-	-	-
2022.1/4	중구	신당5동	여자	197	2	3	1	4	38	37	26	15	3	8	19	18	15	5	2	-	1	-	-	-	-
2022.1/4	중구	황학동	계	858	27	31	19	14	98	122	120	87	64	39	71	80	46	28	6	2	4	-	-	-	-
2022.1/4	중구	황학동	남자	359	14	14	9	6	21	44	52	44	36	16	31	36	17	14	2	1	2	-	-	-	-
2022.1/4	중구	황학동	여자	499	13	17	10	8	77	78	68	43	28	23	40	44	29	14	4	1	2	-	-	-	-
2022.1/4	중구	중림동	계	319	15	11	7	4	31	22	42	49	31	33	19	23	14	5	6	4	1	2	-	-	-
2022.1/4	중구	중림동	남자	160	9	7	2	2	7	10	16	24	22	22	13	8	10	4	2	2	-	-	-	-	-
2022.1/4	중구	중림동	여자	159	6	4	5	2	24	12	26	25	9	11	6	15	4	1	4	2	1	2	-	-	-
2022.1/4	중구	신당동	계	1,418	25	17	14	14	331	332	146	97	75	54	81	118	81	17	11	4	1	-	-	-	-
2022.1/4	중구	신당동	남자	616	10	7	10	8	125	138	73	43	44	24	28	55	36	5	7	2	1	-	-	-	-
2022.1/4	중구	신당동	여자	802	15	10	4	6	206	194	73	54	31	30	53	63	45	12	4	2	-	-	-	-	-
2022.1/4	중구	다산동	계	470	5	17	12	9	74	84	54	50	25	35	34	34	22	9	3	3	-	-	-	-	-
2022.1/4	중구	다산동	남자	198	4	7	6	6	26	36	24	21	14	11	18	13	5	4	1	2	-	-	-	-	-
2022.1/4	중구	다산동	여자	272	1	10	6	3	48	48	30	29	11	24	16	21	17	5	2	1	-	-	-	-	-
2022.1/4	중구	약수동	계	209	1	11	8	15	12	14	19	20	21	23	22	16	6	11	7	-	1	1	-	-	1
2022.1/4	중구	약수동	남자	109	1	9	7	8	3	4	9	9	8	11	14	11	5	4	4	-	1	1	-	-	-
2022.1/4	중구	약수동	여자	100	-	2	1	7	9	10	10	11	13	12	8	5	1	7	3	-	-	-	-	-	1
2022.1/4	중구	청구동	계	248	7	8	5	8	43	35	26	26	17	24	27	14	4	2	1	-	-	-	1	-	-
2022.1/4	중구	청구동	남자	121	6	4	3	5	15	19	14	10	9	15	13	5	3	-	-	-	-	-	-	-	-
2022.1/4	중구	청구동	여자	127	1	4	2	3	28	16	12	16	8	9	14	9	1	2	1	-	-	-	1	-	-
2022.1/4	중구	동화동	계	170	6	7	4	2	15	18	23	29	15	3	8	20	12	4	2	1	1	-	-	-	-
2022.1/4	중구	동화동	남자	84	4	4	3	1	6	10	10	15	7	1	3	9	7	3	1	-	-	-	-	-	-
2022.1/4	중구	동화동	여자	86	2	3	1	1	9	8	13	14	8	2	5	11	5	1	1	1	1	-	-	-	-
2022.1/4	용산구	소계	계	14,349	433	780	721	505	834	1,261	1,719	1,881	1,718	1,302	1,199	847	559	296	163	74	37	12	2	5	1
2022.1/4	용산구	소계	남자	7,836	230	400	366	259	326	625	929	1,090	984	758	731	495	304	160	98	47	24	8	1	1	-
2022.1/4	용산구	소계	여자	6,513	203	380	355	246	508	636	790	791	734	544	468	352	255	136	65	27	13	4	1	4	1
2022.1/4	용산구	후암동	계	455	7	10	15	19	25	23	41	55	58	44	45	41	33	18	10	4	5	1	-	1	-
2022.1/4	용산구	후암동	남자	223	2	4	9	8	6	6	12	31	34	25	24	23	16	10	6	4	3	-	-	-	-
2022.1/4	용산구	후암동	여자	232	5	6	6	11	19	17	29	24	24	19	21	18	17	8	4	-	2	1	-	1	-
2022.1/4	용산구	용산2가동	계	1,380	25	38	35	65	135	190	251	174	158	89	98	51	37	22	5	3	4	-	-	-	-
2022.1/4	용산구	용산2가동	남자	726	17	20	14	31	52	84	121	108	91	51	60	33	25	11	5	1	2	-	-	-	-
2022.1/4	용산구	용산2가동	여자	654	8	18	21	34	83	106	130	66	67	38	38	18	12	11	-	2	2	-	-	-	-
2022.1/4	용산구	남영동	계	460	7	6	15	9	50	55	65	59	40	25	51	29	27	13	3	3	2	1	-	-	-
2022.1/4	용산구	남영동	남자	234	6	4	6	4	9	20	47	32	22	14	33	18	11	6	-	1	-	1	-	-	-
2022.1/4	용산구	남영동	여자	226	1	2	9	5	41	35	18	27	18	11	18	11	16	7	3	2	2	-	-	-	-
2022.1/4	용산구	원효로2동	계	120	-	1	5	5	10	15	16	10	10	18	11	10	6	1	-	1	-	1	-	-	-
2022.1/4	용산구	원효로2동	남자	44	-	-	4	1	-	6	6	3	5	7	5	3	4	-	-	-	-	-	-	-	-
2022.1/4	용산구	원효로2동	여자	76	-	1	1	4	10	9	10	7	5	11	6	7	2	1	-	1	-	1	-	-	-
2022.1/4	용산구	효창동	계	120	2	3	3	1	7	18	27	21	13	6	9	6	2	1	-	-	1	-	-	-	-
2022.1/4	용산구	효창동	남자	50	1	-	1	-	4	5	9	14	6	2	2	4	-	1	-	-	1	-	-	-	-
2022.1/4	용산구	효창동	여자	70	1	3	2	1	3	13	18	7	7	4	7	2	2	-	-	-	-	-	-	-	-
2022.1/4	용산구	용문동	계	114	1	3	4	4	10	6	10	13	12	9	21	13	2	3	-	1	2	-	-	-	-
2022.1/4	용산구	용문동	남자	47	-	1	2	1	2	1	3	5	6	6	7	7	2	1	-	1	2	-	-	-	-
2022.1/4	용산구	용문동	여자	67	1	2	2	3	8	5	7	8	6	3	14	6	-	2	-	-	-	-	-	-	-
2022.1/4	용산구	이촌1동	계	697	24	68	57	34	14	7	32	84	97	72	80	40	36	26	16	5	3	2	-	-	-
2022.1/4	용산구	이촌1동	남자	388	10	34	34	20	9	6	13	39	50	41	50	26	17	18	12	5	2	2	-	-	-
2022.1/4	용산구	이촌1동	여자	309	14	34	23	14	5	1	19	45	47	31	30	14	19	8	4	-	1	-	-	-	-
2022.1/4	용산구	이촌2동	계	68	1	3	7	2	-	3	4	8	11	7	1	7	9	3	1	1	-	-	-	-	-
2022.1/4	용산구	이촌2동	남자	27	-	1	-	-	-	2	-	4	4	4	-	3	4	3	1	1	-	-	-	-	-
2022.1/4	용산구	이촌2동	여자	41	1	2	7	2	-	1	4	4	7	3	1	4	5	-	-	-	-	-	-	-	-
2022.1/4	용산구	이태원1동	계	1,736	43	78	70	41	129	254	254	238	204	153	120	56	43	20	18	9	2	1	2	1	-
2022.1/4	용산구	이태원1동	남자	1,113	27	37	32	28	76	181	173	156	127	101	80	40	26	13	9	4	1	1	1	-	-
2022.1/4	용산구	이태원1동	여자	623	16	41	38	13	53	73	81	82	77	52	40	16	17	7	9	5	1	-	1	1	-
2022.1/4	용산구	이태원2동	계	1,629	50	84	80	51	81	150	227	251	201	136	141	74	51	26	18	4	4	-	-	-	-
2022.1/4	용산구	이태원2동	남자	863	22	40	44	30	26	52	104	138	128	83	89	49	26	16	9	3	4	-	-	-	-
2022.1/4	용산구	이태원2동	여자	766	28	44	36	21	55	98	123	113	73	53	52	25	25	10	9	1	-	-	-	-	-
2022.1/4	용산구	서빙고동	계	882	46	71	62	51	31	33	49	96	116	86	96	61	45	14	11	9	3	2	-	-	-
2022.1/4	용산구	서빙고동	남자	447	16	37	29	26	15	11	22	50	51	39	57	36	32	7	9	6	2	2	-	-	-
2022.1/4	용산구	서빙고동	여자	435	30	34	33	25	16	22	27	46	65	47	39	25	13	7	2	3	1	-	-	-	-
2022.1/4	용산구	보광동	계	1,273	41	76	39	15	55	165	192	198	154	119	90	63	39	15	7	3	-	-	-	2	-
2022.1/4	용산구	보광동	남자	844	23	43	19	11	38	125	132	140	97	78	64	41	23	3	4	3	-	-	-	-	-
2022.1/4	용산구	보광동	여자	429	18	33	20	4	17	40	60	58	57	41	26	22	16	12	3	-	-	-	-	2	-
2022.1/4	용산구	청파동	계	622	4	7	8	11	137	118	83	54	34	27	34	45	32	11	10	5	1	-	-	-	1
2022.1/4	용산구	청파동	남자	216	3	2	6	3	25	27	29	26	23	14	18	13	15	6	3	3	-	-	-	-	-
2022.1/4	용산구	청파동	여자	406	1	5	2	8	112	91	54	28	11	13	16	32	17	5	7	2	1	-	-	-	1
2022.1/4	용산구	원효로1동	계	615	31	39	24	17	34	47	72	85	73	62	40	37	25	15	6	5	2	1	-	-	-
2022.1/4	용산구	원효로1동	남자	323	18	22	13	7	10	17	38	47	42	35	25	20	13	7	5	1	2	1	-	-	-
2022.1/4	용산구	원효로1동	여자	292	13	17	11	10	24	30	34	38	31	27	15	17	12	8	1	4	-	-	-	-	-
2022.1/4	용산구	한강로동	계	1,624	69	142	121	69	34	43	114	191	223	167	125	143	84	49	29	15	3	2	-	1	-
2022.1/4	용산구	한강로동	남자	859	43	78	61	34	13	12	53	93	114	97	74	90	43	23	21	8	1	-	-	1	-
2022.1/4	용산구	한강로동	여자	765	26	64	60	35	21	31	61	98	109	70	51	53	41	26	8	7	2	2	-	-	-
2022.1/4	용산구	한남동	계	2,554	82	151	176	111	82	134	282	344	314	282	237	171	88	59	29	6	5	1	-	-	-
2022.1/4	용산구	한남동	남자	1,432	42	77	92	55	41	70	167	204	184	161	143	89	47	35	14	6	4	1	-	-	-
2022.1/4	용산구	한남동	여자	1,122	40	74	84	56	41	64	115	140	130	121	94	82	41	24	15	-	1	-	-	-	-
2022.1/4	성동구	소계	계	6,536	97	112	78	105	1,524	1,297	680	524	417	314	453	442	294	111	49	21	5	5	3	-	5
2022.1/4	성동구	소계	남자	2,815	49	61	32	44	519	501	326	264	224	149	217	191	129	54	33	16	2	2	-	-	2
2022.1/4	성동구	소계	여자	3,721	48	51	46	61	1,005	796	354	260	193	165	236	251	165	57	16	5	3	3	3	-	3
2022.1/4	성동구	왕십리2동	계	333	7	5	2	6	63	57	42	21	41	20	21	32	7	4	2	3	-	-	-	-	-
2022.1/4	성동구	왕십리2동	남자	144	2	4	1	4	18	19	18	12	21	9	9	15	5	3	2	2	-	-	-	-	-
2022.1/4	성동구	왕십리2동	여자	189	5	1	1	2	45	38	24	9	20	11	12	17	2	1	-	1	-	-	-	-	-
2022.1/4	성동구	마장동	계	600	13	8	13	15	122	127	64	44	38	25	46	51	25	6	2	1	-	-	-	-	-
2022.1/4	성동구	마장동	남자	225	7	3	5	6	33	34	24	27	14	10	19	26	11	4	2	-	-	-	-	-	-
2022.1/4	성동구	마장동	여자	375	6	5	8	9	89	93	40	17	24	15	27	25	14	2	-	1	-	-	-	-	-
2022.1/4	성동구	사근동	계	1,565	6	7	3	28	765	531	121	42	21	9	13	5	7	3	3	-	-	-	-	-	1
2022.1/4	성동구	사근동	남자	585	1	6	1	7	251	204	60	21	15	4	5	3	4	1	2	-	-	-	-	-	-
2022.1/4	성동구	사근동	여자	980	5	1	2	21	514	327	61	21	6	5	8	2	3	2	1	-	-	-	-	-	1
2022.1/4	성동구	행당1동	계	315	2	4	3	4	103	59	36	23	16	8	16	22	14	4	-	-	1	-	-	-	-
2022.1/4	성동구	행당1동	남자	141	2	3	-	2	51	23	18	9	4	4	8	10	5	1	-	-	1	-	-	-	-
2022.1/4	성동구	행당1동	여자	174	-	1	3	2	52	36	18	14	12	4	8	12	9	3	-	-	-	-	-	-	-
2022.1/4	성동구	행당2동	계	93	-	2	-	3	7	15	5	13	10	11	11	6	8	-	-	-	1	-	-	-	1
2022.1/4	성동구	행당2동	남자	35	-	1	-	1	-	4	3	3	4	5	7	1	5	-	-	-	-	-	-	-	1
2022.1/4	성동구	행당2동	여자	58	-	1	-	2	7	11	2	10	6	6	4	5	3	-	-	-	1	-	-	-	-
2022.1/4	성동구	응봉동	계	49	-	2	1	-	5	3	5	3	13	8	4	3	1	1	-	-	-	-	-	-	-
2022.1/4	성동구	응봉동	남자	23	-	1	-	-	2	1	1	2	7	5	2	1	1	-	-	-	-	-	-	-	-
2022.1/4	성동구	응봉동	여자	26	-	1	1	-	3	2	4	1	6	3	2	2	-	1	-	-	-	-	-	-	-
2022.1/4	성동구	금호1가동	계	77	-	2	1	1	5	6	9	12	10	6	7	5	8	1	2	2	-	-	-	-	-
2022.1/4	성동구	금호1가동	남자	33	-	1	-	1	2	1	1	4	5	4	5	2	4	-	1	2	-	-	-	-	-
2022.1/4	성동구	금호1가동	여자	44	-	1	1	-	3	5	8	8	5	2	2	3	4	1	1	-	-	-	-	-	-
2022.1/4	성동구	금호4가동	계	126	2	-	1	2	7	25	14	13	14	9	13	8	11	5	1	-	-	-	1	-	-
2022.1/4	성동구	금호4가동	남자	63	2	-	1	2	2	12	7	7	8	6	6	3	4	2	1	-	-	-	-	-	-
2022.1/4	성동구	금호4가동	여자	63	-	-	-	-	5	13	7	6	6	3	7	5	7	3	-	-	-	-	1	-	-
2022.1/4	성동구	성수1가1동	계	299	7	9	7	5	15	38	46	44	27	28	27	21	16	4	3	-	-	1	-	-	1
2022.1/4	성동구	성수1가1동	남자	168	3	7	2	3	3	22	26	29	20	15	16	10	6	2	2	-	-	1	-	-	1
2022.1/4	성동구	성수1가1동	여자	131	4	2	5	2	12	16	20	15	7	13	11	11	10	2	1	-	-	-	-	-	-
2022.1/4	성동구	성수1가2동	계	215	7	6	3	3	17	30	39	26	13	12	16	18	16	4	3	1	-	-	-	-	1
2022.1/4	성동구	성수1가2동	남자	99	4	4	1	1	7	13	18	11	6	9	4	7	9	2	3	-	-	-	-	-	-
2022.1/4	성동구	성수1가2동	여자	116	3	2	2	2	10	17	21	15	7	3	12	11	7	2	-	1	-	-	-	-	1
2022.1/4	성동구	성수2가1동	계	463	7	10	6	3	17	33	47	46	42	40	65	62	54	21	7	2	-	-	-	-	1
2022.1/4	성동구	성수2가1동	남자	211	3	7	1	1	8	21	25	22	22	15	31	18	21	8	6	2	-	-	-	-	-
2022.1/4	성동구	성수2가1동	여자	252	4	3	5	2	9	12	22	24	20	25	34	44	33	13	1	-	-	-	-	-	1
2022.1/4	성동구	성수2가3동	계	219	3	-	3	5	20	23	29	26	22	14	25	21	17	6	5	-	-	-	-	-	-
2022.1/4	성동구	성수2가3동	남자	129	3	-	3	2	3	11	18	22	18	8	18	10	6	3	4	-	-	-	-	-	-
2022.1/4	성동구	성수2가3동	여자	90	-	-	-	3	17	12	11	4	4	6	7	11	11	3	1	-	-	-	-	-	-
2022.1/4	성동구	송정동	계	375	6	8	4	-	52	55	38	33	27	28	45	31	28	7	8	4	-	1	-	-	-
2022.1/4	성동구	송정동	남자	185	4	1	2	-	23	36	24	13	17	9	18	13	12	6	4	3	-	-	-	-	-
2022.1/4	성동구	송정동	여자	190	2	7	2	-	29	19	14	20	10	19	27	18	16	1	4	1	-	1	-	-	-
2022.1/4	성동구	용답동	계	906	13	21	15	10	239	175	76	45	37	32	76	90	45	24	4	2	1	-	1	-	-
2022.1/4	성동구	용답동	남자	364	6	10	8	3	85	56	31	21	18	15	34	42	17	14	3	1	-	-	-	-	-
2022.1/4	성동구	용답동	여자	542	7	11	7	7	154	119	45	24	19	17	42	48	28	10	1	1	1	-	1	-	-
2022.1/4	성동구	왕십리도선동	계	468	13	9	6	9	70	86	54	59	40	26	30	33	18	10	2	1	1	1	-	-	-
2022.1/4	성동구	왕십리도선동	남자	195	4	6	1	5	27	33	25	21	22	9	16	13	9	3	-	1	-	-	-	-	-
2022.1/4	성동구	왕십리도선동	여자	273	9	3	5	4	43	53	29	38	18	17	14	20	9	7	2	-	1	1	-	-	-
2022.1/4	성동구	금호2.3가동	계	170	2	5	3	1	14	18	21	26	13	11	20	20	9	5	2	-	-	-	-	-	-
2022.1/4	성동구	금호2.3가동	남자	72	2	-	2	-	4	4	11	12	5	7	8	9	5	3	-	-	-	-	-	-	-
2022.1/4	성동구	금호2.3가동	여자	98	-	5	1	1	10	14	10	14	8	4	12	11	4	2	2	-	-	-	-	-	-
2022.1/4	성동구	옥수동	계	263	9	14	7	10	3	16	34	48	33	27	18	14	10	6	5	5	1	2	1	-	-
2022.1/4	성동구	옥수동	남자	143	6	7	4	6	-	7	16	28	18	15	11	8	5	2	3	5	1	1	-	-	-
2022.1/4	성동구	옥수동	여자	120	3	7	3	4	3	9	18	20	15	12	7	6	5	4	2	-	-	1	1	-	-
2022.1/4	광진구	소계	계	12,403	255	301	205	235	2,711	2,276	1,241	945	659	583	875	1,136	643	215	80	14	15	10	2	-	2
2022.1/4	광진구	소계	남자	5,179	136	131	107	100	870	874	562	482	304	277	384	501	282	106	42	6	7	6	1	-	1
2022.1/4	광진구	소계	여자	7,224	119	170	98	135	1,841	1,402	679	463	355	306	491	635	361	109	38	8	8	4	1	-	1
2022.1/4	광진구	화양동	계	2,880	22	11	5	61	1,296	894	229	94	57	35	54	57	39	15	9	-	-	1	1	-	-
2022.1/4	광진구	화양동	남자	955	12	6	3	15	332	306	96	47	30	21	23	30	19	7	7	-	-	-	1	-	-
2022.1/4	광진구	화양동	여자	1,925	10	5	2	46	964	588	133	47	27	14	31	27	20	8	2	-	-	1	-	-	-
2022.1/4	광진구	군자동	계	1,812	43	37	20	11	662	488	228	115	49	36	31	46	32	10	3	-	-	1	-	-	-
2022.1/4	광진구	군자동	남자	865	21	15	10	2	254	269	131	63	26	18	14	21	13	5	2	-	-	1	-	-	-
2022.1/4	광진구	군자동	여자	947	22	22	10	9	408	219	97	52	23	18	17	25	19	5	1	-	-	-	-	-	-
