기간	자치구	성별	합계	한국계 중국인	중국(한국계 중국인 제외)	미국	타이완	일본	베트남	몽골	필리핀	캐나다	인도	우즈베키스탄	영국	프랑스	타이	러시아	독일	오스트레일리아	네팔	파키스탄	인도네시아	나이지리아	말레이시아	방글라데시	캄 보 디 아	사우디아라비아	홍       콩	뉴질랜드	카자흐스탄	스 리 랑 카	남아프리카 공화국	미  얀  마	싱 가 포 르	이       란	브  라  질	아 일 랜 드	스  웨  덴	이 탈 리 아	터       키	네 덜 란 드	키르기스스탄	멕  시  코	스  페  인	우크라이나	스  위  스	핀  란  드	가       나	벨  기  에	폴  란  드	이  집  트	오스트리아	수       단	아르헨티나	오       만	이 스 라 엘	페       루	덴  마  크	모  로  코	이  라  크	기       타
2019.3/4	합계	계	285,529	118,778	66,563	9,959	8,961	8,882	18,447	6,099	3,476	1,556	2,257	2,817	1,638	2,562	1,789	2,231	1,753	811	1,290	1,310	1,383	630	2,151	718	1,092	774	1,260	253	1,456	362	365	999	536	413	344	237	344	558	537	491	362	357	444	378	184	171	216	239	171	605	152	108	53	25	96	150	169	423	129	5,015
2019.3/4	합계	남자	135,372	67,094	23,072	5,060	3,938	2,538	6,724	2,361	928	965	1,498	1,655	1,015	1,308	565	777	899	451	847	965	520	471	1,228	510	600	446	250	179	530	274	197	695	195	215	185	159	174	291	271	276	111	153	230	153	119	67	164	138	56	495	77	65	28	9	40	59	74	244	73	2,691
2019.3/4	합계	여자	150,157	51,684	43,491	4,899	5,023	6,344	11,723	3,738	2,548	591	759	1,162	623	1,254	1,224	1,454	854	360	443	345	863	159	923	208	492	328	1,010	74	926	88	168	304	341	198	159	78	170	267	266	215	251	204	214	225	65	104	52	101	115	110	75	43	25	16	56	91	95	179	56	2,324
2019.3/4	종로구	계	11,093	1,676	4,140	330	413	325	1,796	88	84	33	61	67	71	159	38	60	105	143	464	22	52	4	34	16	15	39	81	10	31	11	4	22	38	14	46	12	9	33	15	30	13	29	22	5	15	17	5	13	7	11	24	5	-	9	28	4	13	5	2	275
2019.3/4	종로구	남자	4,571	805	1,298	193	101	125	867	32	25	21	44	36	49	74	12	17	36	72	301	14	11	2	11	10	6	23	9	8	8	8	3	12	19	8	25	8	3	17	2	10	6	9	9	3	12	2	5	9	2	7	13	3	-	3	14	1	5	2	-	141
2019.3/4	종로구	여자	6,522	871	2,842	137	312	200	929	56	59	12	17	31	22	85	26	43	69	71	163	8	41	2	23	6	9	16	72	2	23	3	1	10	19	6	21	4	6	16	13	20	7	20	13	2	3	15	-	4	5	4	11	2	-	6	14	3	8	3	2	134
2019.3/4	중구	계	10,254	1,953	2,623	277	584	260	1,273	267	89	68	125	568	68	87	37	454	127	21	27	53	47	4	27	5	12	53	33	15	288	37	6	19	40	4	16	5	5	21	13	34	45	14	17	41	11	1	9	8	6	14	8	-	1	1	10	9	13	10	3	388
2019.3/4	중구	남자	4,869	1,014	1,030	174	311	115	582	110	23	42	79	253	44	48	9	239	61	10	13	41	19	3	12	2	3	31	12	10	154	25	3	10	14	3	10	4	2	12	7	18	19	4	13	28	7	-	8	6	1	9	4	-	-	-	4	4	6	6	1	197
2019.3/4	중구	여자	5,385	939	1,593	103	273	145	691	157	66	26	46	315	24	39	28	215	66	11	14	12	28	1	15	3	9	22	21	5	134	12	3	9	26	1	6	1	3	9	6	16	26	10	4	13	4	1	1	2	5	5	4	-	1	1	6	5	7	4	2	191
2019.3/4	용산구	계	16,159	1,260	726	2,495	351	1,352	307	154	628	229	434	142	302	358	192	243	416	132	35	374	85	507	1,196	136	68	292	41	39	127	42	113	59	66	51	44	44	74	111	130	51	55	37	92	72	28	21	114	45	17	336	13	79	18	-	23	51	37	145	80	1,490
2019.3/4	용산구	남자	9,021	622	261	1,426	172	692	84	61	149	152	292	64	191	202	80	80	235	73	24	271	29	378	872	85	26	162	21	30	52	23	66	22	29	32	23	26	41	62	94	36	15	14	51	29	17	12	84	26	8	308	8	51	11	-	10	21	17	100	47	952
2019.3/4	용산구	여자	7,138	638	465	1,069	179	660	223	93	479	77	142	78	111	156	112	163	181	59	11	103	56	129	324	51	42	130	20	9	75	19	47	37	37	19	21	18	33	49	36	15	40	23	41	43	11	9	30	19	9	28	5	28	7	-	13	30	20	45	33	538
2019.3/4	성동구	계	8,132	2,348	2,474	258	193	162	798	272	192	54	94	75	49	68	53	38	110	18	50	127	68	6	64	44	25	6	35	6	12	15	5	31	32	7	12	4	26	18	16	28	13	13	24	6	14	10	13	7	5	1	8	1	-	1	-	-	13	5	1	104
2019.3/4	성동구	남자	3,624	1,180	854	138	76	34	289	104	99	38	61	57	23	36	13	9	74	12	44	85	51	3	38	37	7	4	8	6	3	15	2	19	15	5	10	3	12	13	9	14	3	7	15	-	13	5	10	3	4	1	5	-	-	-	-	-	6	-	1	51
2019.3/4	성동구	여자	4,508	1,168	1,620	120	117	128	509	168	93	16	33	18	26	32	40	29	36	6	6	42	17	3	26	7	18	2	27	-	9	-	3	12	17	2	2	1	14	5	7	14	10	6	9	6	1	5	3	4	1	-	3	1	-	1	-	-	7	5	-	53
2019.3/4	광진구	계	15,645	6,078	4,887	169	145	381	1,319	745	104	42	173	373	35	60	40	48	31	10	103	139	68	3	90	68	21	3	40	7	77	10	5	34	10	34	8	5	7	20	9	20	12	11	16	8	6	9	2	2	9	6	5	-	3	-	-	-	1	10	1	123
2019.3/4	광진구	남자	6,646	3,092	1,583	86	52	50	420	325	23	24	115	302	21	34	8	13	12	7	63	102	19	2	31	54	5	2	5	4	26	8	2	18	1	20	2	4	4	13	2	5	3	5	2	3	5	4	1	1	2	2	4	-	-	-	-	-	1	4	-	50
2019.3/4	광진구	여자	8,999	2,986	3,304	83	93	331	899	420	81	18	58	71	14	26	32	35	19	3	40	37	49	1	59	14	16	1	35	3	51	2	3	16	9	14	6	1	3	7	7	15	9	6	14	5	1	5	1	1	7	4	1	-	3	-	-	-	-	6	1	73
2019.3/4	동대문구	계	17,228	2,695	7,239	274	385	522	2,477	658	225	51	99	296	68	94	62	113	109	23	89	33	88	10	120	67	61	22	174	3	81	25	12	50	37	63	29	7	57	25	47	36	30	35	35	15	8	21	8	11	21	23	12	3	5	-	4	7	15	14	22	413
2019.3/4	동대문구	남자	6,518	1,329	2,084	105	127	82	1,229	238	82	34	68	208	32	39	12	35	50	11	56	26	25	10	23	48	30	18	29	2	23	16	8	26	9	26	11	3	17	5	8	22	7	12	13	4	6	9	8	4	4	11	2	2	3	-	-	2	5	3	14	203
2019.3/4	동대문구	여자	10,710	1,366	5,155	169	258	440	1,248	420	143	17	31	88	36	55	50	78	59	12	33	7	63	-	97	19	31	4	145	1	58	9	4	24	28	37	18	4	40	20	39	14	23	23	22	11	2	12	-	7	17	12	10	1	2	-	4	5	10	11	8	210
2019.3/4	중랑구	계	4,964	1,715	691	61	69	138	653	1,081	133	19	6	65	16	6	47	26	6	11	25	9	8	1	4	31	24	4	10	-	14	1	8	9	1	6	1	3	2	2	9	1	11	3	2	1	5	-	-	2	1	2	-	-	-	-	-	2	1	-	-	18
2019.3/4	중랑구	남자	2,032	859	215	33	32	16	215	455	26	13	5	22	10	2	-	4	3	8	16	6	1	1	3	27	1	-	-	-	6	1	5	7	1	6	-	3	2	1	5	1	3	1	2	-	4	-	-	-	-	1	-	-	-	-	-	2	-	-	-	8
2019.3/4	중랑구	여자	2,932	856	476	28	37	122	438	626	107	6	1	43	6	4	47	22	3	3	9	3	7	-	1	4	23	4	10	-	8	-	3	2	-	-	1	-	-	1	4	-	8	2	-	1	1	-	-	2	1	1	-	-	-	-	-	-	1	-	-	10
2019.3/4	성북구	계	12,524	1,150	5,248	439	319	354	1,331	811	250	64	166	215	91	81	54	139	122	36	78	106	99	13	79	84	41	42	68	7	138	17	15	24	51	14	16	18	23	29	30	36	21	30	25	25	8	12	11	9	7	25	11	1	4	4	1	20	18	16	6	372
2019.3/4	성북구	남자	4,763	571	1,679	182	115	51	507	304	65	39	111	146	50	33	10	29	67	17	47	79	36	9	36	52	21	32	14	6	40	10	10	11	14	11	6	11	10	10	16	23	6	9	10	10	6	5	7	6	1	13	4	-	1	4	1	6	5	7	4	178
2019.3/4	성북구	여자	7,761	579	3,569	257	204	303	824	507	185	25	55	69	41	48	44	110	55	19	31	27	63	4	43	32	20	10	54	1	98	7	5	13	37	3	10	7	13	19	14	13	15	21	15	15	2	7	4	3	6	12	7	1	3	-	-	14	13	9	2	194
2019.3/4	강북구	계	3,785	1,169	850	79	106	115	522	359	99	21	11	75	19	15	39	28	3	2	25	34	8	1	3	6	23	5	19	5	20	1	8	2	-	8	3	5	4	2	5	2	8	1	11	3	1	1	2	1	4	1	1	1	2	-	1	1	-	2	-	43
2019.3/4	강북구	남자	1,428	574	252	53	44	10	125	128	17	13	10	42	13	8	3	9	1	1	12	28	4	1	-	5	1	5	1	5	3	1	2	2	-	7	1	5	3	-	3	2	2	-	7	-	1	1	1	-	3	1	-	-	1	-	1	-	-	1	-	15
2019.3/4	강북구	여자	2,357	595	598	26	62	105	397	231	82	8	1	33	6	7	36	19	2	1	13	6	4	-	3	1	22	-	18	-	17	-	6	-	-	1	2	-	1	2	2	-	6	1	4	3	-	-	1	1	1	-	1	1	1	-	-	1	-	1	-	28
2019.3/4	도봉구	계	2,314	471	448	68	47	118	381	149	165	15	5	33	18	13	49	7	11	3	41	36	7	8	3	9	70	-	9	4	7	-	5	36	3	3	4	2	-	1	3	-	4	4	1	2	-	-	3	-	-	1	-	1	3	1	1	3	-	7	-	31
2019.3/4	도봉구	남자	930	228	126	35	25	21	107	59	47	10	3	14	10	6	26	1	2	1	32	32	4	6	-	6	56	-	1	3	1	-	1	35	1	1	1	1	-	1	1	-	-	-	-	1	-	-	3	-	-	-	-	-	2	-	-	1	-	2	-	17
2019.3/4	도봉구	여자	1,384	243	322	33	22	97	274	90	118	5	2	19	8	7	23	6	9	2	9	4	3	2	3	3	14	-	8	1	6	-	4	1	2	2	3	1	-	-	2	-	4	4	1	1	-	-	-	-	-	1	-	1	1	1	1	2	-	5	-	14
2019.3/4	노원구	계	4,547	596	1,140	194	105	230	954	347	86	44	54	135	20	42	34	56	23	7	21	20	57	6	6	21	26	4	12	5	42	2	17	45	3	20	11	7	3	4	8	7	5	5	7	9	5	15	2	5	-	9	1	1	-	-	-	1	4	2	-	62
2019.3/4	노원구	남자	1,937	279	459	102	32	16	417	146	18	34	36	94	12	28	10	12	13	7	12	8	32	6	-	14	11	4	3	3	14	1	6	8	1	2	5	6	2	3	4	2	2	2	5	6	3	10	2	3	-	4	1	1	-	-	-	1	3	-	-	32
2019.3/4	노원구	여자	2,610	317	681	92	73	214	537	201	68	10	18	41	8	14	24	44	10	-	9	12	25	-	6	7	15	-	9	2	28	1	11	37	2	18	6	1	1	1	4	5	3	3	2	3	2	5	-	2	-	5	-	-	-	-	-	-	1	2	-	30
2019.3/4	은평구	계	4,496	1,226	839	135	552	388	513	65	108	38	35	69	32	28	59	29	12	9	13	10	30	6	23	9	49	14	48	11	8	5	14	7	5	6	2	2	2	3	1	5	8	5	5	6	2	1	2	-	3	10	-	-	-	-	-	1	2	5	1	35
2019.3/4	은평구	남자	1,845	590	299	84	277	101	127	18	21	23	21	31	24	14	5	6	10	8	9	10	8	6	4	8	23	8	19	7	3	5	10	4	3	5	2	2	-	2	-	1	1	5	4	2	2	-	1	-	-	8	-	-	-	-	-	-	1	-	-	23
2019.3/4	은평구	여자	2,651	636	540	51	275	287	386	47	87	15	14	38	8	14	54	23	2	1	4	-	22	-	19	1	26	6	29	4	5	-	4	3	2	1	-	-	2	1	1	4	7	-	1	4	-	1	1	-	3	2	-	-	-	-	-	1	1	5	1	12
2019.3/4	서대문구	계	14,020	914	4,748	960	2,347	705	1,034	118	123	136	171	79	153	218	177	101	170	81	26	29	100	7	119	17	49	49	251	26	81	9	16	40	62	36	25	13	38	64	17	62	21	33	45	23	21	26	10	27	22	11	11	6	2	2	3	8	15	25	2	336
2019.3/4	서대문구	남자	4,557	428	1,178	352	1,091	112	239	26	31	56	106	42	75	77	14	21	77	31	14	25	15	5	25	7	15	23	34	13	24	4	9	12	18	15	10	10	23	23	10	25	5	12	25	8	8	6	7	12	5	5	4	2	1	-	1	2	5	11	-	123
2019.3/4	서대문구	여자	9,463	486	3,570	608	1,256	593	795	92	92	80	65	37	78	141	163	80	93	50	12	4	85	2	94	10	34	26	217	13	57	5	7	28	44	21	15	3	15	41	7	37	16	21	20	15	13	20	3	15	17	6	7	4	1	2	2	6	10	14	2	213
2019.3/4	마포구	계	11,976	1,327	3,649	1,197	1,403	1,010	536	53	92	121	107	36	130	336	123	123	154	68	62	32	106	6	94	24	33	41	191	23	43	14	13	13	60	28	18	25	31	52	19	50	6	32	42	13	19	11	3	28	15	48	14	2	2	-	4	6	15	54	2	217
2019.3/4	마포구	남자	4,505	651	987	491	624	374	138	18	19	76	73	18	93	130	33	34	69	33	38	22	29	3	27	14	10	24	38	14	14	11	7	3	18	15	11	17	13	28	7	22	1	20	12	5	9	3	3	10	6	48	5	1	2	-	1	2	4	41	1	85
2019.3/4	마포구	여자	7,471	676	2,662	706	779	636	398	35	73	45	34	18	37	206	90	89	85	35	24	10	77	3	67	10	23	17	153	9	29	3	6	10	42	13	7	8	18	24	12	28	5	12	30	8	10	8	-	18	9	-	9	1	-	-	3	4	11	13	1	132
2019.3/4	양천구	계	4,082	1,868	710	130	191	117	316	59	116	30	13	54	20	12	46	96	5	12	4	17	11	1	12	7	23	-	10	2	121	1	3	10	1	3	4	7	3	-	3	1	5	3	1	3	-	-	-	-	2	6	1	-	-	-	-	2	1	5	-	14
2019.3/4	양천구	남자	1,820	990	263	59	104	12	85	17	29	18	6	34	14	9	18	41	2	6	3	16	8	1	7	4	6	-	1	1	28	1	2	7	-	1	2	3	2	-	1	1	2	2	-	1	-	-	-	-	-	4	-	-	-	-	-	1	1	1	-	6
2019.3/4	양천구	여자	2,262	878	447	71	87	105	231	42	87	12	7	20	6	3	28	55	3	6	1	1	3	-	5	3	17	-	9	1	93	-	1	3	1	2	2	4	1	-	2	-	3	1	1	2	-	-	-	-	2	2	1	-	-	-	-	1	-	4	-	8
2019.3/4	강서구	계	6,532	2,636	1,115	211	317	318	385	88	140	70	97	74	73	26	71	96	23	36	17	14	70	4	57	24	65	-	18	17	19	42	21	52	9	5	35	10	6	29	8	14	8	21	10	5	5	1	1	14	7	6	13	-	3	-	1	5	2	5	-	113
2019.3/4	강서구	남자	3,191	1,352	405	129	165	65	97	25	30	63	67	30	56	18	35	52	17	32	12	11	36	4	48	17	43	-	5	15	10	42	14	44	5	5	32	9	5	28	4	13	3	17	9	-	5	1	1	13	4	6	12	-	3	-	-	2	1	2	-	72
2019.3/4	강서구	여자	3,341	1,284	710	82	152	253	288	63	110	7	30	44	17	8	36	44	6	4	5	3	34	-	9	7	22	-	13	2	9	-	7	8	4	-	3	1	1	1	4	1	5	4	1	5	-	-	-	1	3	-	1	-	-	-	1	3	1	3	-	41
2019.3/4	구로구	계	33,102	25,176	5,855	99	173	196	517	86	110	24	33	60	32	21	65	66	8	9	10	34	33	6	37	27	47	-	18	1	78	13	5	131	4	2	6	2	2	6	4	1	12	3	4	6	-	1	-	3	8	5	2	-	1	-	1	2	-	5	-	52
2019.3/4	구로구	남자	18,894	15,530	2,455	56	77	45	186	37	37	17	21	43	19	8	10	14	3	8	5	30	14	5	20	25	26	-	3	1	19	13	3	95	2	2	3	1	1	5	3	1	4	2	3	1	-	1	-	2	4	5	1	-	-	-	-	-	-	2	-	26
2019.3/4	구로구	여자	14,208	9,646	3,400	43	96	151	331	49	73	7	12	17	13	13	55	52	5	1	5	4	19	1	17	2	21	-	15	-	59	-	2	36	2	-	3	1	1	1	1	-	8	1	1	5	-	-	-	1	4	-	1	-	1	-	1	2	-	3	-	26
2019.3/4	금천구	계	19,497	15,289	2,801	38	74	102	420	106	121	13	15	27	9	11	46	22	6	1	48	22	21	2	9	17	67	-	9	1	20	11	3	90	-	5	3	-	-	1	5	-	16	1	4	3	-	-	2	-	1	2	2	-	-	-	2	3	-	3	1	22
2019.3/4	금천구	남자	11,039	9,225	1,157	23	29	16	137	51	52	8	11	14	6	5	23	9	4	1	36	17	14	1	3	14	40	-	1	1	5	10	2	89	-	3	2	-	-	1	3	-	8	1	2	-	-	-	-	-	1	1	1	-	-	-	-	1	-	1	1	9
2019.3/4	금천구	여자	8,458	6,064	1,644	15	45	86	283	55	69	5	4	13	3	6	23	13	2	-	12	5	7	1	6	3	27	-	8	-	15	1	1	1	-	2	1	-	-	-	2	-	8	-	2	3	-	-	2	-	-	1	1	-	-	-	2	2	-	2	-	13
2019.3/4	영등포구	계	34,076	26,550	5,250	217	376	235	307	42	71	35	37	20	36	42	96	58	20	12	51	26	169	1	9	16	61	3	41	10	71	8	7	67	4	1	6	7	3	12	6	3	6	1	3	6	3	1	-	3	2	8	3	-	-	-	-	-	-	6	-	48
2019.3/4	영등포구	남자	19,031	15,688	2,263	111	180	39	92	18	20	22	28	9	28	25	67	19	11	7	41	23	84	1	5	15	47	1	8	8	33	8	4	61	1	1	2	2	1	7	2	2	2	1	3	1	3	-	-	3	-	7	2	-	-	-	-	-	-	4	-	21
2019.3/4	영등포구	여자	15,045	10,862	2,987	106	196	196	215	24	51	13	9	11	8	17	29	39	9	5	10	3	85	-	4	1	14	2	33	2	38	-	3	6	3	-	4	5	2	5	4	1	4	-	-	5	-	1	-	-	2	1	1	-	-	-	-	-	-	2	-	27
2019.3/4	동작구	계	12,869	5,542	4,525	184	145	210	963	80	62	35	56	50	34	100	58	59	54	11	12	46	39	11	24	11	43	-	23	7	18	23	5	34	8	10	10	7	4	12	21	14	16	15	19	11	7	5	7	5	1	13	3	2	-	-	1	7	1	14	6	186
2019.3/4	동작구	남자	5,764	3,000	1,637	100	56	27	292	22	9	22	41	31	20	66	17	19	31	7	8	32	10	9	8	10	20	-	5	4	5	12	2	23	3	5	3	7	2	5	5	10	8	8	9	2	4	1	5	3	-	8	-	2	-	-	-	3	1	6	3	116
2019.3/4	동작구	여자	7,105	2,542	2,888	84	89	183	671	58	53	13	15	19	14	34	41	40	23	4	4	14	29	2	16	1	23	-	18	3	13	11	3	11	5	5	7	-	2	7	16	4	8	7	10	9	3	4	2	2	1	5	3	-	-	-	1	4	-	8	3	70
2019.3/4	관악구	계	17,836	10,221	3,206	298	178	364	706	181	126	64	154	116	93	141	163	120	119	38	42	53	136	19	78	53	77	4	49	6	63	26	16	58	27	56	17	15	16	40	40	35	18	30	28	18	12	6	18	12	14	33	13	5	2	-	9	7	12	36	-	349
2019.3/4	관악구	남자	8,463	5,561	1,159	145	39	57	207	58	18	45	91	61	51	65	72	19	57	17	27	37	50	11	22	37	54	2	8	3	18	18	9	28	9	24	10	11	9	15	8	19	3	7	13	5	9	1	14	7	3	24	5	2	-	-	1	2	9	17	-	190
2019.3/4	관악구	여자	9,373	4,660	2,047	153	139	307	499	123	108	19	63	55	42	76	91	101	62	21	15	16	86	8	56	16	23	2	41	3	45	8	7	30	18	32	7	4	7	25	32	16	15	23	15	13	3	5	4	5	11	9	8	3	2	-	8	5	3	19	-	159
2019.3/4	서초구	계	4,231	694	601	524	148	290	119	33	113	93	93	35	95	492	43	61	56	51	9	15	18	3	26	-	29	22	19	13	18	5	13	42	33	2	9	11	6	32	70	14	3	14	14	14	10	5	1	33	12	6	3	-	-	6	2	6	6	11	1	134
2019.3/4	서초구	남자	2,112	307	284	295	61	106	42	11	18	55	53	19	62	275	9	27	37	32	7	12	6	3	10	-	24	14	7	10	9	2	7	39	17	2	5	8	5	16	45	9	1	5	11	8	4	1	1	20	7	4	3	-	-	2	2	5	4	6	-	78
2019.3/4	서초구	여자	2,119	387	317	229	87	184	77	22	95	38	40	16	33	217	34	34	19	19	2	3	12	-	16	-	5	8	12	3	9	3	6	3	16	-	4	3	1	16	25	5	2	9	3	6	6	4	-	13	5	2	-	-	-	4	-	1	2	5	1	56
2019.3/4	강남구	계	5,015	717	1,040	766	155	493	177	54	72	138	96	47	104	113	100	86	43	47	18	20	33	-	15	11	52	48	34	20	34	3	29	66	27	20	9	18	15	24	49	42	4	9	10	12	2	5	1	7	6	24	3	1	-	-	3	1	-	8	-	84
2019.3/4	강남구	남자	2,524	303	507	421	73	227	67	12	26	72	76	25	60	78	46	20	18	28	15	14	6	-	10	7	42	29	13	12	12	3	13	64	8	9	6	10	12	15	28	38	1	5	7	6	-	3	1	6	-	15	2	1	-	-	3	-	-	3	-	46
2019.3/4	강남구	여자	2,491	414	533	345	82	266	110	42	46	66	20	22	44	35	54	66	25	19	3	6	27	-	5	4	10	19	21	8	22	-	16	2	19	11	3	8	3	9	21	4	3	4	3	6	2	2	-	1	6	9	1	-	-	-	-	1	-	5	-	38
2019.3/4	송파구	계	6,849	3,274	1,083	406	131	346	314	73	94	91	95	45	53	31	60	66	19	22	15	7	24	-	12	4	43	120	21	10	28	10	15	49	12	10	9	7	3	12	5	1	14	5	4	69	2	1	2	3	-	4	1	-	5	1	1	2	-	26	1	88
2019.3/4	송파구	남자	3,291	1,738	410	201	52	127	92	33	28	54	60	19	39	21	21	26	9	14	9	4	5	-	6	2	23	61	4	10	9	9	5	47	5	5	2	4	2	8	2	-	6	3	4	29	1	1	2	3	-	3	1	-	3	-	1	1	-	22	1	44
2019.3/4	송파구	여자	3,558	1,536	673	205	79	219	222	40	66	37	35	26	14	10	39	40	10	8	6	3	19	-	6	2	20	59	17	-	19	1	10	2	7	5	7	3	1	4	3	1	8	2	-	40	1	-	-	-	-	1	-	-	2	1	-	1	-	4	-	44
2019.3/4	강동구	계	4,303	2,233	675	150	54	151	329	130	73	28	27	61	17	8	37	36	1	8	5	32	6	1	10	11	68	3	6	5	17	31	7	9	3	5	1	1	5	5	4	4	8	3	3	2	-	1	-	1	1	-	-	-	2	-	1	2	-	4	-	18
2019.3/4	강동구	남자	1,997	1,178	227	66	23	18	81	53	16	14	20	41	13	7	12	22	-	8	3	20	4	1	7	10	60	3	1	3	11	28	2	9	2	2	1	1	3	1	2	2	-	2	1	1	-	1	-	1	1	-	-	-	1	-	1	2	-	3	-	8
2019.3/4	강동구	여자	2,306	1,055	448	84	31	133	248	77	57	14	7	20	4	1	25	14	1	-	2	12	2	-	3	1	8	-	5	2	6	3	5	-	1	3	-	-	2	4	2	2	8	1	2	1	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	10
2019.4/4	합계	계	281,876	115,637	66,053	9,636	8,687	8,696	19,122	6,307	3,484	1,495	2,189	3,053	1,657	2,418	1,890	2,390	1,542	747	1,353	1,325	1,340	657	2,322	741	1,035	801	1,256	250	1,538	404	352	1,016	381	426	327	230	323	531	544	378	374	280	437	368	163	97	217	217	178	592	122	114	59	24	105	150	138	454	125	5,129
2019.4/4	합계	남자	133,666	65,133	23,005	4,993	3,901	2,465	6,872	2,473	935	945	1,449	1,846	1,019	1,226	625	814	780	428	893	994	512	489	1,383	542	545	481	247	183	589	314	186	715	144	225	182	157	161	275	281	225	118	133	220	149	94	43	165	124	57	481	64	71	29	10	43	61	61	269	75	2,767
2019.4/4	합계	여자	148,210	50,504	43,048	4,643	4,786	6,231	12,250	3,834	2,549	550	740	1,207	638	1,192	1,265	1,576	762	319	460	331	828	168	939	199	490	320	1,009	67	949	90	166	301	237	201	145	73	162	256	263	153	256	147	217	219	69	54	52	93	121	111	58	43	30	14	62	89	77	185	50	2,362
2019.4/4	종로구	계	10,579	1,626	3,916	351	272	292	1,933	80	84	31	46	66	73	129	27	54	66	130	516	25	43	4	30	19	13	40	61	9	27	11	4	23	18	14	43	8	5	17	8	21	12	12	18	6	10	6	5	11	8	8	19	4	-	8	29	4	6	4	-	274
2019.4/4	종로구	남자	4,469	773	1,268	197	88	124	893	29	23	21	30	36	48	64	10	15	24	67	336	18	11	2	10	13	4	27	9	7	8	8	3	14	9	8	25	6	2	12	2	8	7	7	9	2	7	-	5	7	2	4	11	2	-	3	14	1	-	2	-	134
2019.4/4	종로구	여자	6,110	853	2,648	154	184	168	1,040	51	61	10	16	30	25	65	17	39	42	63	180	7	32	2	20	6	9	13	52	2	19	3	1	9	9	6	18	2	3	5	6	13	5	5	9	4	3	6	-	4	6	4	8	2	-	5	15	3	6	2	-	140
2019.4/4	중구	계	10,317	1,890	2,661	265	580	251	1,329	283	95	65	115	582	79	86	33	509	118	18	21	51	37	4	27	2	9	40	41	13	323	32	5	19	19	6	15	6	5	24	14	22	45	7	20	43	14	2	9	6	6	16	6	-	2	3	11	13	13	8	-	399
2019.4/4	중구	남자	4,913	983	1,041	172	306	114	606	117	26	38	77	266	50	43	5	265	59	10	12	40	18	3	13	1	2	26	15	9	173	23	2	10	7	4	10	4	4	13	6	9	21	2	13	29	6	-	8	4	2	12	3	-	-	1	5	6	6	4	-	209
2019.4/4	중구	여자	5,404	907	1,620	93	274	137	723	166	69	27	38	316	29	43	28	244	59	8	9	11	19	1	14	1	7	14	26	4	150	9	3	9	12	2	5	2	1	11	8	13	24	5	7	14	8	2	1	2	4	4	3	-	2	2	6	7	7	4	-	190
2019.4/4	용산구	계	16,515	1,230	762	2,494	354	1,330	308	156	628	233	419	149	308	315	192	262	416	127	34	400	90	538	1,398	145	68	307	42	39	123	43	106	59	64	60	43	46	72	104	147	49	62	40	97	74	33	14	115	43	25	331	11	89	24	-	23	48	34	147	82	1,563
2019.4/4	용산구	남자	9,243	609	278	1,434	179	680	83	61	149	152	275	70	192	176	75	81	232	73	24	298	33	400	1,025	89	25	176	19	30	46	23	63	21	27	37	19	30	41	57	106	33	17	20	51	28	19	9	85	25	13	300	6	61	13	-	8	21	15	101	51	979
2019.4/4	용산구	여자	7,272	621	484	1,060	175	650	225	95	479	81	144	79	116	139	117	181	184	54	10	102	57	138	373	56	43	131	23	9	77	20	43	38	37	23	24	16	31	47	41	16	45	20	46	46	14	5	30	18	12	31	5	28	11	-	15	27	19	46	31	584
2019.4/4	성동구	계	8,090	2,258	2,627	237	173	154	903	271	193	51	93	89	47	50	55	37	79	16	51	109	65	6	57	43	24	8	26	6	11	14	6	26	17	7	7	3	17	25	15	14	16	11	17	7	9	4	14	7	3	3	4	1	-	1	-	-	6	5	1	91
2019.4/4	성동구	남자	3,588	1,122	930	134	76	33	324	101	98	36	61	69	25	25	13	8	52	12	43	76	47	3	34	38	7	5	6	6	4	14	2	14	12	5	7	3	9	11	9	8	5	7	10	-	8	1	11	3	2	2	4	-	-	-	-	-	2	2	1	48
2019.4/4	성동구	여자	4,502	1,136	1,697	103	97	121	579	170	95	15	32	20	22	25	42	29	27	4	8	33	18	3	23	5	17	3	20	-	7	-	4	12	5	2	-	-	8	14	6	6	11	4	7	7	1	3	3	4	1	1	-	1	-	1	-	-	4	3	-	43
2019.4/4	광진구	계	15,622	5,951	4,822	173	131	355	1,361	811	104	41	180	421	33	64	42	50	36	10	112	144	69	2	84	78	23	3	39	7	78	9	3	36	12	35	9	6	10	15	11	18	12	7	18	9	6	5	2	2	8	6	8	-	3	-	-	-	1	10	2	135
2019.4/4	광진구	남자	6,655	3,033	1,552	92	47	45	430	359	24	24	119	341	20	27	7	13	9	6	69	108	16	1	32	64	5	2	3	4	23	7	-	19	1	21	2	5	7	11	1	8	3	3	4	3	4	3	1	1	2	2	5	-	-	-	-	-	1	5	1	60
2019.4/4	광진구	여자	8,967	2,918	3,270	81	84	310	931	452	80	17	61	80	13	37	35	37	27	4	43	36	53	1	52	14	18	1	36	3	55	2	3	17	11	14	7	1	3	4	10	10	9	4	14	6	2	2	1	1	6	4	3	-	3	-	-	-	-	5	1	75
